03158, [ 00205 ] ,토사탕, = ,00195, ,별사탕, ( 1 개 ), + ,00201, ,토사물, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03159, [ 03276 ] ,버섯 구이, = ,00202, ,버섯 조각, ( 3 개 ), + ,03143, ,레두스타, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03160, [ 03277 ] ,폐수탕면, = ,00091, ,육개장 작은 사발면, ( 1 개 ), + ,00199, ,폐수, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03161,09291,블루 다이아몬드의 조각, = ,00120, ,다이아몬드 파편, ( ? 개 ), + ,00189, ,사파이어 파편, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03162,06297,다미끌, = ,00116, ,젤리, ( ? 개 ), + ,00204, ,촉수액, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03163, [ 15146 ] ,풀파워 에로자이저, = ,09273, ,에로자이저, ( 2 개 ), + ,15041, ,에로 에센스, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03164, [ 15147 ] ,잔인한 마음, = ,15114, ,불타는 마음, ( 1 개 ), + ,15117, ,분노의 마음, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03165, [ 09292 ] ,늪 엑기스, = ,06026, ,숲 엑기스, ( ? 개 ), + ,06027, ,독 엑기스, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03166,09293,데스 시드, = ,06266, ,라이프 시드, ( ? 개 ), + ,09282, ,검은 포자, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03167, [ 03278 ] ,폐수 젤리, = ,00116, ,젤리, ( 1 개 ), + ,00199, ,폐수, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03168, [ 06298 ] ,미드나이트 파우더, = ,03272, ,미드나이트 본, ( 2 개 ), + ,06104, ,박살공주의 망치, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03169, [ 09294 ] ,데스 레터, = ,06113, ,사망자 명단, ( 1 개 ), + ,06224, ,러브 레터, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03170, [ 12203 ] ,일식 에센스, = ,12131, ,태양 에센스, ( 1 개 ), + ,12132, ,달 에센스, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03171,09295,금창, = ,06127, ,금판, ( ? 개 ), + ,09265, ,강철창, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03172,12204,다이아 창, = ,09096, ,다이아 판, ( ? 개 ), + ,09295, ,금창, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03173,03279,늑대가죽 망토, = ,03237, ,늑대 가죽, ( ? 개 ), + ,03242, ,가위, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03174, [ 03280 ] ,롱 노우즈, = ,03242, ,가위, ( 1 개 ), + ,03243, ,뺀찌, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03175,09296,악어 혀 구이, = ,03074, ,철판, ( ? 개 ), + ,06285, ,악어 혀, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03176,12205,스웜프 아머, = ,09155, ,포레스트 아머, ( ? 개 ), + ,09292, ,늪 엑기스, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03177,12206,방사능 보호로브, = ,06264, ,프로텍션 로브, ( ? 개 ), + ,09271, ,방산으 가죽, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03178, [ 12207 ] ,IC 회로, = ,09213, ,형상기억 액체금속, ( 1 개 ), + ,12195, ,고장난 IC 회로, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03179, [ 18035 ] ,인페르노 스크롤, = ,15072, ,지옥불의 심장, ( 1 개 ), + ,15079, ,플레임 스크롤, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03180, [ 21007 ] ,카피 오브, = ,18031, ,쉐도우 오브, ( ? 개 ), + ,18032, ,카피 브레인, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03181,09306,굴 파우더, = ,06237, ,흑마술의 가루, ( ? 개 ), + ,09293, ,데스 시드, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03182,09307,크레이지 독식칼, = ,06208, ,잡탕 섞어찌개, ( ? 개 ), + ,09029, ,크레이지 식칼, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03183,03283,오이 도시락, = ,00119, ,오이, ( ? 개 ), + ,00193, ,맛없는 도시락, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03184,03284,철솜, = ,00119, ,오이, ( ? 개 ), + ,00180, ,뻑뻑한 솜, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03185,09308,폭탄 다트, = ,03192, ,닭털 다트, ( ? 개 ), + ,09228, ,화염의 가루, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03186,15160,얼어붙은 심장, = ,12138, ,불타는 심장, ( ? 개 ), + ,12220, ,냉각액, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03187, [ 15161 ] ,정체불명의 마법서, = ,15003, ,정체불명의 서, ( 1 개 ), + ,15157, ,룬의 마법서, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03188, [ 18065 ] ,마나 배터리, = ,15129, ,매지컬 코어, ( 2 개 ), + ,15141, ,어토믹 배터리, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03189,09309,번개맞은 각목, = ,03251, ,각목, ( 2 개 ), + ,06034, ,전격 엑기스, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03190,12217,사령의 서, = ,09217, ,귀신 백서, ( ? 개 ), + ,12215, ,익스퍼트 마법서, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03191,03299,하얀 천, = ,00063, ,흰옷, ( ? 개 ), + ,03242, ,가위, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03192,03300,작은 톱니바퀴, = ,00056, ,왕짱돌, ( ? 개 ), + ,00095, ,고장난 자명종 시계, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03193, [ 03301 ] ,철괴, = ,00210, ,구멍난 철판, ( 3 개 ), + ,03143, ,레두스타, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03194, [ 06312 ] ,망치, = ,03301, ,철괴, ( 1 개 ), + ,06022, ,나무 지팡이(?), ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03195,03302,페리도트 이어링, = ,00057, ,축제장식, ( ? 개 ), + ,00209, ,페리도트 파편, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03196,03303,죽창, = ,00089, ,대나무, ( ? 개 ), + ,03146, ,식칼, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03197, [ 03304 ] ,주사위 귀걸이, = ,00022, ,6면 주사위, ( 2 개 ), + ,00057, ,축제장식, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03198,06313,비닐봉지 가면, = ,03209, ,비닐봉지, ( ? 개 ), + ,03242, ,가위, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03199,03305,적색 천, = ,00154, ,적색 재, ( ? 개 ), + ,03299, ,하얀천, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03200,03306,청색 천, = ,00155, ,청색 재, ( ? 개 ), + ,03299, ,하얀천, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03201,03315,녹색 천, = ,00156, ,녹색 재, ( ? 개 ), + ,03299, ,하얀천, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03202,03317,황색 천, = ,00157, ,황색 재, ( ? 개 ), + ,03299, ,하얀천, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03203, [ 00210 ] ,구멍난 철판, = ,00084, ,저전도 철판, ( 1 개 ), + ,03095, ,검은 위액, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03204,06314,소학생 교복 미니스커트, = ,03242, ,가위, ( ? 개 ), + ,06001, ,소학생 교복 치마, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03205, [ 06315 ] ,핑거 익스텐드 글로브, = ,00098, ,아나콘다의 허물, ( 2 개 ), + ,03005, ,인조 손가락, ( 10 개 ),,,,,,,,,,,,,,,,,,,,
03206,06315,핑거 익스텐드 글로브, = ,00011, ,고블린용 장신구, ( ? 개 ), + ,03046, ,귀소녀의 뿔, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03207,03309,혼 하트 이어링, = ,06305, ,강철 체인, ( ? 개 ), + ,06306, ,은판, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03208, [ 03310 ] ,종이컵 전화, = ,00143, ,나일론 실, ( 2 개 ), + ,00208, ,종이컵, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03209,03311,갈비뼈 가면, = ,00114, ,돼지표 본드, ( ? 개 ), + ,00212, ,갈비뼈, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03210,03312,발굽 고리 놀이기구, = ,00059, ,말발굽, ( ? 개 ), + ,00110, ,녹슬은 철봉, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03211,12230,알차 폭식세트, = ,09303, ,알차 정식세트 A, ( 1 개 ), + ,09304, ,알차 정식세트 B, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03212, [ 09323 ] ,독장판, = ,03012, ,멍석, ( 4 개 ), + ,06062, ,독옥, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03213,09324,뼈다귀 도미노 세트, = ,03313, ,뼈다귀 한 다스 1, ( 1 개 ), + ,06324, ,뼈다귀 한 다스2, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03214,12231,투명 팬티, = ,09119, ,투명화 물약, ( ? 개 ), + ,09334, ,리본달린 하얀 팬티, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03215, [ 03307 ] ,표백제, = ,00045, ,조련용 먹이, ( 3 개 ), + ,00077, ,비루먹은 피수, ( 5 개 ),,,,,,,,,,,,,,,,,,,,
03216, [ 03314 ] ,하얀 로브, = ,00005, ,검은 로브, ( 5 개 ), + ,03307, ,표백제, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03217, [ 06321 ] ,철모루, = ,03231, ,철도마, ( 2 개 ), + ,06312, ,망치, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03218,12232,핑크 프릴 팬티, = ,09334, ,리본달린 하얀 팬티, ( ? 개 ), + ,09338, ,핑크 프릴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03219,09325,분홍색 줄무늬 천, = ,03299, ,하얀천, ( ? 개 ), + ,06316, ,핑크색 천, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03220,09326,하늘색 줄무늬 천, = ,03299, ,하얀천, ( ? 개 ), + ,06322, ,하늘색 천, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03221, [ 06335 ] ,주사위 벽, = ,03099, ,철제 6면 주사위, ( 6 개 ), + ,03301, ,철괴, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03222,03074,철판, = ,03301, ,철괴, ( ? 개 ), + ,06345, ,프레스 머신, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03223,03293,동판, = ,03321, ,동괴, ( ? 개 ), + ,06345, ,프레스 머신, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03224, [ 06337 ] ,브론즈 프레일, = ,00046, ,조련용 채찍, ( 2 개 ), + ,03321, ,동괴, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03225, [ 06338 ] ,흑연 가루, = ,03323, ,흑연, ( 1 개 ), + ,06312, ,망치, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03226,06336,청동괴, = ,03321, ,동괴, ( ? 개 ), + ,03322, ,주석괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03227,12254,블루 슬래셔, = ,09322, ,실버 체인, ( ? 개 ), + ,09346, ,청은괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03228, [ 06306 ] ,은판, = ,06330, ,은괴, ( 1 개 ), + ,06345, ,프레스 머신, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03229,06127,금판, = ,06345, ,프레스 머신, ( ? 개 ), + ,09344, ,금괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03230,15199,머리 폭탄, = ,03196, ,확시계 폭탄, ( ? 개 ), + ,12011, ,머리의 머리, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03231,06339,동파이프, = ,03293, ,동판, ( ? 개 ), + ,03321, ,동괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03232, [ 06340 ] ,철파이프, = ,03074, ,철판, ( 1 개 ), + ,03301, ,철괴, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03233,03346,쿤자이트 이어링, = ,00229, ,쿤자이트 조각, ( ? 개 ), + ,03061, ,본 이어링, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03234,06343,서펜트 대거, = ,03186, ,검은 단검, ( ? 개 ), + ,03331, ,서펜타인 조각, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03235,09362,은파이프, = ,06306, ,은판, ( ? 개 ), + ,06330, ,은괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03236,06341,화약가루, = ,03010, ,청색 폭탄 조각, ( ? 개 ), + ,03027, ,적색 폭탄 조각, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03237,06342,1류 패션 장갑, = ,03297, ,50mm 철갑, ( ? 개 ), + ,06193, ,1류 패션 잡지(아레사), ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03238,03345,옵시디안 이어링, = ,00224, ,옵시디안 조각, ( ? 개 ), + ,03061, ,본 이어링, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03239,09363,문라이트 대거, = ,03186, ,검은 단검, ( ? 개 ), + ,03327, ,문스톤 조각, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03240,12255,금파이프, = ,06127, ,금판, ( ? 개 ), + ,09344, ,금괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03241, [ 06363 ] ,설탕, = ,00195, ,별사탕, ( 3 개 ), + ,06312, ,망치, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03242,09394,수학액, = ,06038, ,수학 교과서, ( ? 개 ), + ,06374, ,원형질 융해제, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03243,03368,깃털, = ,00219, ,더러운 깃털, ( ? 개 ), + ,03307, ,표백제, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03244,06377,악어 핫 혀 구이, = ,03367, ,핫고추, ( ? 개 ), + ,06285, ,악어 혀, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03245,06364,부탄 가스, = ,00032, ,헤어 스프레이, ( ? 개 ), + ,06059, ,화옥, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03246, [ 09388 ] ,지저스 고추, = ,03367, ,핫고추, ( 5 개 ), + ,06059, ,화옥, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03247,06366,쑥떡, = ,00230, ,쑥, ( ? 개 ), + ,06318, ,치료가루 반죽, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03248, [ 03370 ] ,숯, = ,00231, ,장작, ( 3 개 ), + ,03143, ,레두스타, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03249,09389,천연고무망치, = ,06334, ,고무액, ( ? 개 ), + ,06362, ,고무망치, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03250, [ 15224 ] ,그녀의 츤데레, = ,12262, ,그녀의 미소, ( 1 개 ), + ,12264, ,그녀의 새침, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03251, [ 09395 ] ,은액, = ,06330, ,은괴, ( 1 개 ), + ,06374, ,원형질 융해제, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03252,12292,헬 블로섬, = ,09227, ,헬스톤 조각, ( ? 개 ), + ,09391, ,하이퍼 가스, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03253,09402,악마의 가면, = ,03204, ,다부쳐Z, ( ? 개 ), + ,06041, ,악마의 가면조각, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03254, [ 06375 ] ,고무줄, = ,00143, ,나일론 실, ( 2 개 ), + ,06334, ,고무액, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03255, [ 09397 ] ,울트라 고무줄, = ,06375, ,고무줄, ( 1 개 ), + ,09380, ,촉수 힘줄, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03256,06376,육즙, = ,00237, ,고기 덩어리, ( ? 개 ), + ,06362, ,고무망치, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03257,06369,냉커피, = ,06148, ,커피, ( ? 개 ), + ,06367, ,얼음물, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03258,06379,육즙 빙수, = ,03365, ,빙수, ( ? 개 ), + ,06376, ,육즙, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03259, [ 03373 ] ,냉옥석, = ,03220, ,연옥석, ( 2 개 ), + ,03350, ,냉각성 촉매제, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03260, [ 06381 ] ,아이언 아뮬렛, = ,03079, ,머리의 머리카락, ( 5 개 ), + ,03301, ,철괴, ( 4 개 ),,,,,,,,,,,,,,,,,,,,
03261, [ 09403 ] ,금액, = ,06374, ,원형질 융해제, ( 1 개 ), + ,09344, ,금괴, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03262,12297,멜트 스프레이, = ,09122, ,위액 살포기, ( ? 개 ), + ,09385, ,해빙제, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03263,18113,고스트 실크, = ,15012, ,고스트 옆집 여동생의 속옷, ( ? 개 ), + ,15064, ,은령, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03264,03374,흰 와이셔츠, = ,00162, ,때국물 가득한 셔츠, ( ? 개 ), + ,03307, ,표백제, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03265,06378,커피빙수, = ,03365, ,빙수, ( ? 개 ), + ,06148, ,커피, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03266,06382,블랙 유니콘 마후라, = ,03204, ,다부쳐Z, ( ? 개 ), + ,03356, ,블랙 유니콘의 꼬리털, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03267, [ 09401 ] ,원기왕성 드링크, = ,06126, ,걸쭉한 젤리, ( 2 개 ), + ,06317, ,원기 드링크, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03268, [ 06367 ] ,얼음물, = ,03350, ,냉각성 촉매제, ( 2 개 ), + ,03361, ,생수, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03269,12301,금(박)검, = ,09337, ,스틸 소드, ( ? 개 ), + ,09403, ,금액, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03270, [ 06380 ] ,그라인더, = ,03275, ,화강암, ( 3 개 ), + ,06340, ,철파이프, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03271,15281,독보옥, = ,09103, ,독암, ( 6 개 ), + ,12238, ,지철괴, ( 3 개 ),,,,,,,,,,,,,,,,,,,,
03272,03399,질척한 종이 반죽, = ,00012, ,찢어진 신문지, ( ? 개 ), + ,00204, ,촉수액, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03273,18150,마그네틱 툴즈, = ,15264, ,마그네틱 펄서, ( ? 개 ), + ,15278, ,스피리츄얼 툴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03274,09435,참치 눈알 설탕 졸임, = ,06361, ,참치 눈알, ( ? 개 ), + ,06363, ,설탕, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03275,18153,헬 아이, = ,15008, ,비홀더의 왕눈알, ( ? 개 ), + ,15073, ,헬스톤, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03276,03402,엑토플라즘 팩, = ,00196, ,곰팡이, ( ? 개 ), + ,03071, ,노란색의 엑토플라즘, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03277,12333,환영즙, = ,09014, ,만드라고라, ( ? 개 ), + ,09031, ,마이티 마우스의 뇌수, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03278, [ 15268 ] ,화보옥, = ,09100, ,화암, ( 6 개 ), + ,12235, ,화철괴, ( 3 개 ),,,,,,,,,,,,,,,,,,,,
03279, [ 12326 ] ,과학 에센스, = ,12030, ,고통 에센스, ( 1 개 ), + ,12033, ,수학 에센스, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03280, [ 15270 ] ,수보옥, = ,09101, ,수암, ( 6 개 ), + ,12236, ,수철괴, ( 3 개 ),,,,,,,,,,,,,,,,,,,,
03281, [ 03398 ] ,마른땔감 세트, = ,00234, ,마른 나뭇잎, ( 2 개 ), + ,00235, ,마른 나뭇가지, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03282,15267,메가 멜팅 파우더, = ,12240, ,퓨어 멜팅 파우더, ( ? 개 ), + ,12323, ,고압축 크레이그 가스, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03283,12337,금탄환, = ,09403, ,금액, ( ? 개 ), + ,09409, ,은탄환, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03284,06408,퇴마용 소금, = ,03377, ,소금, ( ? 개 ), + ,03389, ,반 영체 털, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03285,06415,커피우유, = ,00086, ,목심 커피믹스, ( ? 개 ), + ,03376, ,우유, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03286,15276,츄의 뇌수, = ,12012, ,은장도, ( ? 개 ), + ,12137, ,츄의 뇌, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03287,09433,미스릴액, = ,06374, ,원형질 융해제, ( ? 개 ), + ,09347, ,미스릴괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03288,06418,가래떡 채찍, = ,00236, ,촉수 덩굴, ( ? 개 ), + ,03392, ,가래떡, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03289, [ 06407 ] ,석궁 VR, = ,03366, ,석궁, ( 1 개 ), + ,03403, ,샤프심VR, ( 8 개 ),,,,,,,,,,,,,,,,,,,,
03290,09439,청은액, = ,06374, ,원형질 융해제, ( ? 개 ), + ,09346, ,청은괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03291,09431,저주받은 덤블링 슈즈, = ,03128, ,저주받은 스프링 슈즈, ( ? 개 ), + ,06036, ,저주받은 무언가, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03292,15275,커먼 골렘, = ,12007, ,커먼 골렘 코어, ( ? 개 ), + ,12210, ,컨스트럭트 건, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03293,06422,궤짝, = ,03307, ,표백제, ( 2 개 ), + ,06417, ,피뭍은 궤짝, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03294,15277,뇌보옥, = ,09102, ,뇌암, ( ? 개 ), + ,12237, ,풍철괴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03295,18154,, = ,15122, ,무릎의 무릎, ( ? 개 ), + ,18143, ,드릴 혼, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03296,12332,칠흑의 가루, = ,09119, ,투명화 물약, ( ? 개 ), + ,09283, ,칠흑의 포자, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03297,18155,언커먼 골렘, = ,12210, ,컨스트럭트 건, ( ? 개 ), + ,15011, ,언커먼 골렘 코어, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03298,21030,, = ,15267, ,메가 멜팅 파우더, ( ? 개 ), + ,18034, ,퓨엘리움 덩어리, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03299,12336,영어 에센스, = ,12032, ,국어 에센스, ( 2 개 ), + ,12036, ,분노 에센스, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03300,06416,오이 우유, = ,00119, ,오이, ( ? 개 ), + ,03376, ,우유, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03301,09462,괴악한 은상, = ,03408, ,오래된 석상, ( 1 개 ), + ,06330, ,은괴, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03302,09336,젬스톤 쿠폰, = ,00102, ,10점 쿠폰, ( 1 개 ), + ,06042, ,정체불명의 조각 Part-4, ( 5 개 ),,,,,,,,,,,,,,,,,,,,
03303,18211,ατ 서쳐 : 코드 호크, = ,15344, ,α 서쳐 고글, ( ? 개 ), + ,18231, ,τ 마이티 트랜스폼 파츠, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03304,,βτ 프로텍터 : 코드 포트리스, = ,15337, ,베타 프로텍터 슈츠, ( ? 개 ), + ,18231, ,τ 마이티 트랜스폼 파츠, ( 2 개 ),,,,,,,,,,,,,,,,,,,,
03305,15322,, = ,12229, ,승리의 깃발, ( ? 개 ), + ,12364, ,고블린 배틀 드럼, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03306,,δτ펄서 : 코드 버서크, = ,15339, ,δ 펄서 블래스터, ( ? 개 ), + ,18231, ,τ 마이티 트랜스폼 파츠, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03307,18241,에인션트 페어리 파우더, = ,12001, ,무지개 피, ( ? 개 ), + ,15342, ,퓨어 페어리 파우더, ( 5 개 ),,,,,,,,,,,,,,,,,,,,
03308,15325,황금 도끼날 귀걸이, = ,12077, ,황금 도끼날, ( ? 개 ), + ,15050, ,카멜레온 철판, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03309,12363,근육 폭탄 인간, = ,09083, ,근육 요정의 몸, ( ? 개 ), + ,09216, ,강력 화약, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03310,12364,고블린 배틀 드럼, = ,09420, ,얼룩 가죽, ( ? 개 ), + ,09456, ,고블링 킹 드럼, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03311,12366,실드 오브 그레이터 카오스, = ,06065, ,카오스 실드, ( 4 개 ), + ,06107, ,카오스 프레쉬, ( 6 개 ),,,,,,,,,,,,,,,,,,,,
03312,06440,검은 천 침낭, = ,03267, ,검은 천, ( 4 개 ), + ,03242, ,가위, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03313,06441,검은 주머니, = ,03249, ,나일론 밧줄, ( ? 개 ), + ,03267, ,검은 천, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03314,15323,혈비룡 혀구이, = ,03377, ,소금, ( ? 개 ), + ,15304, ,혈비룡의 혀, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03315,18212,동혼핵, = ,15202, ,크리스탈 스컬, ( ? 개 ), + ,15291, ,빙핵, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03316,,, = ,15004, ,폐인의 증표(금), ( ? 개 ), + ,15341, ,정적의 인장, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03317,15320,페어리 머리 꼬치, = ,12006, ,페어리의 머리, ( ? 개 ), + ,12202, ,흐릿한 검, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03318,12365,매터리얼 링, = ,09346, ,청은괴, ( 3 개 ), + ,09406, ,공구 상자, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03319,21047,, = ,18122, ,썬시늄괴, ( 3 개 ), + ,18154, ,3295번 레시피, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03320,09463,페어리 파우더, = ,03142, ,믹서기, ( ? 개 ), + ,06044, ,페어리의 날개, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03321,15329,월영석, = ,12250, ,루나리움, ( 4 개 ), + ,12367, ,빙염의 결정, ( 1 개 ),,,,,,,,,,,,,,,,,,,,
03322,18221,마영즙, = ,12333, ,환영즙, ( ? 개 ), + ,15342, ,퓨어 페어리 파우더, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03323,15330,, = ,12307, ,재섭는 음반, ( ? 개 ), + ,15342, ,퓨어 페어리 파우더, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
03324,09464,불길한 천옷, = ,03267, ,검은 천, ( ? 개 ), + ,06084, ,재수옴, ( ? 개 ),,,,,,,,,,,,,,,,,,,,
